book_name,book_ratings,book_number_of_reviews,book_price,book_discount,book_author,day,month,year,years_launched,keyword,keyword2
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,4.7,717,5995,0,"by Mike Chapple , James Michael Stewart, et al. ",15,July,2021,1,['information systems security'],['cissp']
"Mastering Swift 5: Deep dive into the latest edition of the Swift programming language, 5th Edition",4.2,94,2226,20,by Jon Hoffman ,30,April,2019,3,['mastering swift'],['swift']
"Node.js Design Patterns: Design and implement production-grade Node.js applications using proven patterns and techniques, 3rd Edition",4.6,201,3418,20,by Mario Casciaro and Luciano Mammino ,29,July,2020,2,['node js design'],['node']
Salesforce CPQ Implementation Handbook: Configure Salesforce CPQ products to close more deals and generate higher revenue for your business,4.6,14,2466,20,by Madhu Ramanujan ,15,April,2022,0,['salesforce cpq products'],['cpq']
"User Experience Mapping: Enhance UX with User Story Map, Journey Map and Diagrams",3.7,11,2464,20,by Peter W. Szabo ,26,May,2017,5,['user experience mapping'],['map']
Mobile Test Automation with Appium,3.8,12,2465,20,by Nishant Verma ,30,June,2017,5,['test automation appium'],['appium']
Selenium Testing Tools Cookbook Second Edition,4.3,20,2782,20,by Unmesh Gundecha ,1,January,2015,7,['selenium testing tools'],['selenium']
"Unity 2018 Augmented Reality Projects: Build four immersive and fun AR applications using ARKit, ARCore, and Vuforia",3.7,5,2782,20,by Jesse Glover ,30,July,2018,4,['2018 augmented reality'],['arkit']
Mastering Azure Security: Keeping your Microsoft Azure workloads safe,3.7,4,2782,20,"by Mustafa Toroman , Tom Janetscheck , et al. ",28,April,2022,0,['mastering azure security'],['azure']
UiPath Administration and Support Guide: Learn industry-standard practices for UiPath program support and administration activities,4.5,2,2067,20,by Arun Kumar Asokan ,21,October,2022,0,['uipath administration support'],['uipath']
"Python Deep Learning: Exploring deep learning techniques and neural network architectures with PyTorch, Keras, and TensorFlow, 2nd Edition",4.4,10,2464,20,"by Ivan Vasilev , Daniel Slater, et al. ",16,January,2019,3,['python deep learning'],['tensorflow']
"Implementing Check Point Firewall Solutions: Install, configure, deploy in production and administer Check Point Firewalls and Threat Prevention solutions on premises",5,3,3260,20,by Vladimir Yakovlev ,9,September,2022,0,['check point firewall'],['firewalls']
"Python Machine Learning By Example: Build intelligent systems using Python, TensorFlow 2, PyTorch, and scikit-learn, 3rd Edition",4.5,56,2226,20,by Yuxi (Hayden) Liu ,30,October,2020,2,['python machine learning'],['tensorflow']
Machine Learning (in Python and R) For Dummies,4.4,450,618,0,by John Paul Mueller and Luca Massaron ,1,January,2016,6,['machine learning python'],['learning']
Practical Real-time Data Processing and Analytics,1,1,3100,20,by Shilpi Saxena and Saurabh Gupta ,28,September,2017,5,['real time data'],['analytics']
"Machine Learning Algorithms: Popular algorithms for data science and machine learning, 2nd Edition",4.4,13,999,74,by Giuseppe Bonaccorso ,1,January,2018,4,['machine learning algorithms'],['algorithms']
JavaScript Projects for Kids,5,1,1590,20,by Syed Omar Faruk Towaha ,6,January,2016,6,['javascript projects kids'],['javascript']
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,3.7,6,1829,20,by Radhika Datar and Harish Garg ,31,May,2019,3,['exploratory data analysis'],['exploratory']
"Mastering Adobe Photoshop Elements 2020: Supercharge your image editing using the latest features and techniques in Photoshop Elements, 2nd Edition",4.3,36,2782,20,by Robin Nichols ,30,April,2020,2,['photoshop elements 2020'],['photoshop']
"Applied Machine Learning Explainability Techniques: Best practices for making ML algorithms interpretable in the real-world applications using LIME, SHAP and others",5,17,2704,20,by Aditya Bhattacharya ,29,July,2022,0,['machine learning explainability'],['explainability']
"Linux Kernel Programming: A comprehensive guide to kernel internals, writing kernel modules, and kernel synchronization",4.6,75,2703,20,by Kaiwan N Billimoria ,19,March,2021,1,['linux kernel programming'],['kernel']
Parallel Programming with Python: Develop Efficient Parallel Systems Using the Robust Python Environment,3.5,2,1431,20,by Jan Palach ,25,June,2014,8,['parallel programming python'],['python']
Building Microservices with .NET Core,3.7,15,2782,20,"by Gaurav Kumar Aroraa , Lalit Kale , et al. ",14,June,2017,5,['microservices net core'],['microservices']
Machine Learning using Python,4.3,529,470,0,by Manaranjan Pradhan and U Dinesh Kumar ,1,January,2019,3,['machine learning using'],['python']
"Go for DevOps: Learn how to use the Go language to automate servers, the cloud, Kubernetes, GitHub, Packer, and Terraform",5,8,3579,20,by John Doak and David Justice ,8,July,2022,0,['devops learn'],['devops']
Designing Web APIs with Strapi: Get started with the Strapi headless CMS by building a complete learning management system API,5,4,2466,20,by Khalid Elshafie and Mozafar Haider ,28,February,2022,0,['web apis strapi'],['apis']
